textID,text,selected_text,sentiment
ffe3184054,Good morning my sexy twitter how`s yall doing??? I`m gd but it`s like 7:49am n I still wanna sleep,Good morning my sexy twitter how`s yall doing??? I`m gd but it`s like 7:49am n I still wanna sleep,neutral
f81159659d, garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.,garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.,neutral
180753cc4e,gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox <33,stupid,negative
35b9799eea, Haha! Thanks! It`s the inane grin from grading. Some students have been really fascinating this semester,Thanks!,positive
f94fce05ec, My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,neutral
5b8d6e0051, Aww just read your tweet. I`m not sure about later either (work too)  feel it for us,Aww,positive
277e9491c5,Holy cheese sending things to the motherland is muy caro,Holy cheese sending things to the motherland is muy caro,neutral
2b70aec0b3,So the movie was 3-D and really gooood,really gooood,positive
a0b1f6c22c, Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,neutral
ab609af607,that little girl still holding her phone while tears are pouring out of her eyes,that little girl still holding her phone while tears are pouring out of her eyes,neutral
94894860a7,HAPPY MOTHERS DAY  ASAP EVERYDAY!!!,HAPPY,positive
1fb43f9649,"hey  please reply me, i can`t call you im from Mexico and i don`t know the code  love you",love,positive
371a7716e5," This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",eliminated,negative
99d3eef928, I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,are delicio,positive
84f17cea0c,is bored at work,bored,negative
17af679744,_twist86 **** is picking up!,is picking up!,positive
0b62ea4f2d,Happy Mothers Day  All my love,Happy,positive
74457ea059, Yes for sure ! its all that i would eat !!,Yes for sure ! its all that i would eat !!,neutral
77d9269654," nice wedding ring, shiny!",nice,positive
545627eefe,Feeling considerably better after 13 hours sleep  still not right though...,Feeling considerably better,positive
8795972179,wishes her love was coming home,wishes her love was coming home,positive
33719a9303," and yep, you`ve converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",Been great to hear a lot of others suggestions - some pretty great stuff!,positive
d3e4c2cf2e,"  hey, but you have gal pals here in Phoenix!!!","hey, but you have gal pals here in Phoenix!!!",neutral
42ff56c921,I do NOT feel good today,do NOT feel good,negative
a0c3215993,OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.,ditch,negative
46d59b0513,Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then...,Superb.,positive
34902d475c,To Lisa: Yes I know who ur talking about and yes he is an ****. Dont let him get to ya...you have a great thing going with this chris,he is an ****.,negative
6d112243ed, I miss you already. All the sad faces you texted me were seriously gonna make me cry.,sad,negative
af8842c4f3, Thabks! This made me feel very special!,special!,positive
d912b82e45, yep. gotta go  man! i`ll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~,. hopefully,positive
5a6a6d64dd,mayb he was raped when he was younger,mayb he was raped when he was younger,neutral
7bc8a1cbba," Dunno yet, would LOVE to though! I keep missing them any other time for some reason :S & have fun!",would LOVE to though!,positive
87e431c57e,My palms are itchy. Doesn`t that mean something about coming into a great deal of money?,a great deal of money?,positive
e6b840403f,_xD What I TRIED to say was `it seems like the people of Facebook don`t agree`... I guess I fail  -cries-,I guess I fail  -cries-,negative
e669acee39, Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German,? Glad,positive
9e504aea87,done with the dentist until November,done with the dentist until November,neutral
2b4185c7cc, I doubt I`ll get one to be honest,honest,positive
97e92b0002,Wow.. TAGers ROCK!!!  Awesome performance,Wow.. TAGers ROCK!!!  Awesome performance,positive
e07027a7cc,mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,N sounds cool!!,positive
b4f2238ce6," lol `if u knew better, u`d do better, wouldnt wear Uggs in shoe weather...` awww RIP Stack B",RIP,negative
f677347ef5,On my way to lake geneva and I miss my laura,miss,negative
2a2b8edf2b,"happy mother`s day, mommy! hope you will have a good day","happy mother`s day, mommy!",positive
35d5140684,"gave the bikes a thorough wash, degrease it and grease it. think i did a really good job!",really good job!,positive
d89eecd45d, awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I`m so far away!!,.  Too bad,negative
1d94a35f7e,_KittyKat That`s very nice of him.,That`s very nice of him.,positive
5663be2fbc,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&revision suck!,suck!,negative
cbcaeb8abc, I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,e crazy,negative
cb6b2e4508," okay, thanks!",thanks!,positive
81dcda9146,Is about to see Adriana off for a month,Is about to see Adriana off for a month,neutral
d20a1c075b,i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.],the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.],neutral
7b8fcb4aac,IT DIDN`T WORK,IT DIDN`T WORK,negative
72c09ef13a,its raining!! gng for rain dance,its raining!! gng for rain dance,neutral
d7f35455a1," Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we`ve got Dog stuff to do Sunday",Enjoy,positive
3a4b78bf05,wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F,wonder,negative
42cb3964de, meeting the boy?,meeting the boy?,neutral
11895d5383,_tv I hope Shatner didnï¿½t address that message to philosophers. Weï¿½re doomed if they stopped thinking,doomed,negative
26e46078a6,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,negative
9f2618a7fc,_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,neutral
997a8e8eca," Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple >_> oopsie.",Thanks!  Got tired of bleaching it.,neutral
427172cda4, ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,Sometimes I miss teaching & messing with bad system,negative
b7e406b98a,Happy Mothers Day to all the Mommies!,Happy Mothers Day to all the Mommies!,positive
19e2e43496,_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,i heard 88db is better for mixing down...especially  if you use 808 sounds,neutral
4ec29960a0,Teaching people the beauty of twitter,beauty,positive
8a0cd1dda6," I`m sorry, but x-men sucks... in a bad way!  ;p",sucks.,negative
0bb5ab91c4,Follow  cause she really shop there!!! Even though she don`t be showin love no more,Even though she don`t be showin love no more,negative
9b59214560,Happy Baby Mommas Day!!  to all the>> MOMMAS<< on Twitterville,Happy,positive
53ccdd0572, You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,Like the pic BTW,positive
d2eeeccabc,is sad that today is her last day in san diego,is sad,negative
baa5e00d18,still eatin lunch.....n readin comments about last nite....da best comment i receive was 'You really brought Anne to life!',best,positive
47ba621a75,Ratings Army Wives  teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news  horrifying ok me for bed nite all,horrifying,negative
74f8315d8a," Wow, that is good  I`m on Mac too with XP via Parallels if you ever need a tester ;)",good,positive
cd6869e626, good luck tomorrow,good luck tomorrow,positive
39e3c505c7, Woo hoo - we have that recipe,Woo hoo - we have that recipe,neutral
1997bc3e63,"I actually participated in lit today :p Also, it better not rain","I actually participated in lit today :p Also, it better not rain",neutral
2f4bfc3df1, irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open,irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open,neutral
d237ef7b62,Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!,.oh man..,negative
71c989ed9d,workin.. still lol i wanted to go to the spring game,workin.. still lol i wanted to go to the spring game,neutral
ed81790a40,More homework.,More homework.,neutral
16cb02066e,"Now that I have a salary, I can actually spend money. Hooray! Time to go shopping and have dinner at Ahora to say goodbye to .",Hooray!,positive
8f6d00e076,"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",miss,negative
c1ccec468f,watching americas next top model yah haha,yah haha,positive
6fbb1a4b64,That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!,happy,positive
83b67ab999,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!,neutral
80259f4a0b,Funerals are no bueno,Funerals are no bueno,neutral
380a4cb55c,"  sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & beer","sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & bee",neutral
a3fe525405, Well I am on the RIGHT side of thirty,Well I am on the RIGHT side of thirty,neutral
bfc765c407,I think I might have to break down and purchase some from the US just because I donot know what to call it over here,I think I might have to break down and purchase some from the US just because I donot know what to call it over here,neutral
d5431b452b, tom do u have plans to germany?  answer this for ur germany fas,tom do u have plans to germany?  answer this for ur germany fas,neutral
ebe312d07c,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo,neutral
7009d3d220,"No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come","No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come",neutral
e55ac41fac, hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol,hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol,neutral
86328e1b5f,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now","feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now",neutral
ad6c3de0ae, saying goodbye to something familiar never becomes familiar,never becomes familiar,negative
b548335809,Sunburned on my face & legs. Fixing to be my arms tooo.,Sunburned on my face & legs.,negative
45b3caa51a,"is planning for surviving financial status after quitting my job, gotta find a new job within 4 months","is planning for surviving financial status after quitting my job, gotta find a new job within 4 months",neutral
7f72544581,"Graduation tonight  I`m gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",.I love you guys,positive
d0b0559549,gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any,gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any,neutral
582abf3fd5, .. IN SWEATERS,.. IN SWEATERS,neutral
69c0b0323e, wow that is a great list... Now i need to shop,wow that is a great list.,positive
eaa3f59294, LOL - Birmingham was my 1st love... but it`s time to move on! ;) Good Morning,Birmingham was my 1st love.,positive
2a815f151d,wants to hang out with friends SOON!,wants to hang out with friends SOON!,positive
4fd364c2ba," 140 characters, I find, is rarely enough to elaborate much upon anything.",rarely enough,negative
0a28e349a3,sees your Steve Coogan and raises you a Dylan Moran.,sees your Steve Coogan and raises you a Dylan Moran.,neutral
6a9f4e8175,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,neutral
7d7ff27958, because I couldn`t get the money to mikey in time.  trust me. It makes me sad too.,e sad,negative
5d56612b5e,is incredibly worried about Stanley...,is incredibly worried about Stanley...,negative
f10c4c2d42, just stop talking if ur gonna be that mean,mean,negative
f42b29a222," afternoon! u`ve got a new pic, nice specs",nice,positive
5e06140be6,writing the first 'ShowStoppers' entry Just lost an hours work due to server issues,Just lost an hours work due to server issues,negative
696ad06f3c, http://bit.ly/Msize  There you go dear  I love her Janelle,I lov,positive
a52b69d7e1,Boreedd,Boreedd,negative
55c8976ea9,it`s ridiculously warm in bed,ridiculously,negative
6ba9881569,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral
fd72aff4ba,  awwww i have no internet right now....  -drummer boi,w i have no internet right now,negative
ccc2f31eac," personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08","personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08",neutral
4e2435ca21, So far everybody look good !  1 more momma goat to kid this month!  Hope she has them this week!!,So far everybody look good !,positive
8991d5726a,"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!",Its finally working for me!!,positive
f0c0d44fc6,listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,neutral
2b61764852,trying to work out how to use Twitter!,trying to work out how to use Twitter!,neutral
a14e389a90," -i`d love to be able to bike/bus/walk to work, but it isn`t safe in my area","-i`d love to be able to bike/bus/walk to work, but it isn`t safe in my area",neutral
b66219e011,Cried Like A Fukn Baby Today Durin Da Senior Show...Ima Miss All My Senior Friends,Miss,negative
6de43d0ce5,All the people I talk to are GONE,All the people I talk to are GONE,neutral
f7ec0a95c3, I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I`m in Philly.,I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I`m in Philly.,neutral
dc5f170388,Just spent the evening at a gala for her high school drama company`s 20th anniversary. Lots of memories,Lots of memories,positive
afe22c972a,  FTR I <3 U and miss U on the team already,d miss U,negative
c7b8023dbc, not but I went to his page and it made me hungry,it made me hungry,negative
88b7794beb,"Good morning  I don`t think it has stopped raining once for the past three days or so, but who cares?",Good morning,positive
5336556b72,wzzzzzzzzzup?! its derrek! we r just starting band practice. Jayk Skylar is leaving for california today. lucky.,lucky.,positive
e573a945f6,Not quite sure what ace of cakes is or are. Gosh I`m tired. Loved bride wars. Fun night.,Not quite sure what ace of cakes is or are. Gosh I`m tired. Loved bride wars. Fun night.,neutral
cba905f962,Salad from krogers...  I was hungry.,Salad from krogers...  I was hungry.,neutral
fd37c3d981,_785 yeah now I`m done BUT I have to work all weekend  I`m sooooo bummed about it,bummed,negative
96fb1e7cd6,waking up at 6 am? yuuup. still going out tonight? you better believe it.,believe,positive
fbcaf1ca81,Can`t play World in Conflict because the computer is running too slow,too slow,negative
e4cb8a6252,"Last Heroes ep until Sept  Sick & drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",lacking,negative
533b05f261," I know, they`re ****. I am trying to sort out my portfolio and I don`t know what to put in it!","I know, they`re ****.",negative
d25fdec21d, starbuck,starbuck,neutral
08bd94ccad, ME TOO UGH,ME TOO UGH,neutral
b8fd4e60d8,Reading and taking notes but undertanding none of it  ... HELP!,undertanding none of it  ... HELP!,negative
0dac65e546," arnold, california.  aka the best place ever...wish you could come with!!!",a the best place ever,positive
67ae9cad7f,Cats: unimpressed by thunderstorm. Dog: wishes  would come home,Cats: unimpressed by thunderstorm. Dog: wishes  would come home,neutral
9deb3de75e, man I can cut my hair now. I mean not with cory.  procuts here I come.,man I can cut my hair now. I mean not with cory.  procuts here I come.,neutral
b1b7d7ccb8, Having an awesome day? You should... I expect as much out of you  #awesomeupdater,u  #awesomeupdater,positive
e92c3eac9b, Oh no!!  Hope you get better for your show in Argentina! Good luck!,Oh no!!  Hope you get better for your show in Argentina! Good luck!,positive
8a088af6b1,"  i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says hi.","i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says",neutral
da38bf4882, Get a dachshund they are awesome at getting stuck in silly places I should know I breed them!,Get a dachshund they are awesome at getting stuck in silly places I should know I breed them!,neutral
7f4ab90701, hey mar! i miss you also ( yeah  but i gotta find a stupidstupid school (,miss,negative
d8e6758a0a, On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com,crappy,negative
1ff5819a2b,"Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight too!","Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight too!",neutral
d251fac5db,_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,neutral
702963ec1f, Really worth watching at the cinema.  Mum really enjoyed it,Really worth watching at the cinema.  Mum really enjoyed,positive
e63909db33,You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3,funny,positive
ef049838ed,Kinda may have chickened out...,Kinda may have chickened out..,negative
8cc9fcd1de,#snl...you`ve gotten better  keep it up,you`ve gotten better,positive
afadeeb8cc,"Oh, today my friend goes to USA! , Iï¿½m going to miss her so much!  , have a great time darling","Iï¿½m going to miss her so much!  , have a great time darling",neutral
8cd71c7f02,"holy wow, I think I could`ve slept all day! Soooo tired.",tired.,negative
66c610f2fa,Roxy was right. This palmade stuffs pretty cool,This palmade stuffs pretty cool,positive
d05540e08e,  Sending you both TONS of thankful love for Sock Summit. I can`t believe the utter **** that some people spew.,Sending you both TONS of thankful love for Sock Summit. I can`t believe the utter **** that some people spew.,neutral
3efcfd5ebe,Sleppytime. Really missing my godfather right now. Love you Wayne,Really missing my godfather right now. Love you Wayne,neutral
347155a229,saddest celeb story of the week  http://bit.ly/h09Ph,saddest,negative
75c32ca012, britta says she wants to have lunch with you too,britta says she wants to have lunch with you too,neutral
ca05889bb8,Organic chemistry  ah so confusing!,confusing!,negative
e483f2a16d, aww we love you too,love,positive
d80f9d077e,"****, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...","****,",negative
ccb6a460e2,just ran some ACCELA unit tests for the first time in about 2 years... and they failed,they failed,negative
b60e0550cd,faith and daphne,faith and daphne,neutral
a9f5a7ec14, gotta check with the bro on that...and mine is a girl,gotta check with the bro on that...and mine is a girl,neutral
f761f6948a,So bored  waiting for class to start. Sigh midterms next week >_<,So bored  waiting for class to start. Sigh midterms next week >_<,negative
33db173eb6,Im soooooooo **** hungry!! wat 2 eat??,Im soooooooo **** hungry!! wat 2 eat??,neutral
84f8384f1e,is having awesome fruits and vegetable juice at the opening of Lam`s noodles at 8  #fb http://tinyurl.com/qnjqx2,is having awesome fruits and vegetable juice,positive
fa067e010a," No. As a result, the salary is a decrease",decrease,negative
8c355c4576, Whaaaat?!?!?  When did that happen?,Whaaaat?!?!?  When did that happen?,neutral
d18c11a2bf,feel dpressed,feel dpressed,negative
c3e2e830b6,_diva as always  coffee? cookies?,_diva as always  coffee? cookies?,neutral
ce1f6366d9," hahahahaha, I have a day off","hahahahaha,",positive
9107f1f10f,off to collect a tv I acquired from freecycle,off to collect a tv I acquired from freecycle,neutral
76edbb1539,Happy Mothers Day to all Mom`s,Happy Mothers Day,positive
887ad215a3,my stomach feels like it`s touching the ground..i`m SO full,i`m SO full,negative
be141f574a,I was kinda looking forward to seeing Seann William Scott in the office today,I was kinda looking forward to seeing Seann William Scott in the office today,neutral
f60b533013, can i have itL,can i have itL,neutral
c9b70e1a35,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,negative
3889809fc3," sorry about Mr Grey, Menlo",sorry about,negative
6f4571eeec, good. that was the intent.  hopefully others get the same vibe,good. that was the intent.,positive
b300877d30," white pointy shoes haha, and ah you got me excited about the enw drummer  youre mean!","white pointy shoes haha, and ah you got me excited about the enw drummer  youre mean!",neutral
a006859f1b, bahaha i loook like kung fu panda when i wake up in the morning.,bahaha,positive
43feef1b8c,after a little bit the drink isn`t actually so strong anymore,after a little bit the drink isn`t actually so strong anymore,neutral
ba76e2a650,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,sloooooooooowlyyyyyyyyyyyyy,negative
75304460e8,Thank God  is a sport and doesnt take offence in my jokes  Unlike the three good friends who have stopped talking to me!,Thank,positive
4e85a613cd,"in computer class, photo booth doesn`t  work","in computer class, photo booth doesn`t  work",neutral
64b1786848,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,shame,negative
05b5e4da53,I hate when a program freezes during installation.,hate,negative
2f55f93532," Yes, we will! We should maybe do it in a DM though so we don`t annoy our followers. Thought of that too late.    Good night!",so we don`t annoy our followers. Thought of that too late.    Good nigh,positive
377b447989,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM,Great,positive
5849da8575, lol brandy and mr whiskers is on,lol brandy and mr whiskers is on,neutral
cf34c2b139,I feel like I have to throw up.,I feel like I have to throw up.,negative
8d548e722c,sooo reluctant to study for finals right now.... but i have to,sooo reluctant to study for finals right now.... but i have to,neutral
1e857fecf5, ....welcome to public transport  X,....welcome to public transport  X,neutral
b05497968c,"possibly a carpenters number,topical.","possibly a carpenters number,topical.",neutral
892bd5ce3b,still shoesless  que ardillaaaaaaaaaaaa!,still shoesless  que ardillaaaaaaaaaaaa!,neutral
f1c10e0163," yea it looks good, the flower i mean.","yea it looks good,",positive
6a3d85c9ad," EpiCentre Wheelock Place, 250 units & for tourists only. Starting today","EpiCentre Wheelock Place, 250 units & for tourists only. Starting today",neutral
ff1cb8b8bd, did you have fun last night? we didn`t see you.,did you have fun last night? we didn`t see you.,neutral
7a2be11b18,Date Like A Man So You Dont Get Played Like A ****,Date Like A Man So You Dont Get Played Like A ****,negative
331cb6a72c, Good Luck.. mine 3rd day today !,Good Luck.,positive
b4f4771ed3,The hair looks sicckkkk.  Happy mothers day to all the mothers!,The hair looks sicckkkk.  Happy mothers day to all the mothers!,neutral
bc9416214a," MARRRRRRRRRRY ME! <3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!","have fun partying tonight,",positive
054bf4b3c5,Work...,Work...,neutral
d78480b629,At work but punchy due to two early morning pager events.,At work but punchy due to two early morning pager events.,neutral
adeb98adaf,NW Macedonia: Few rainy days in a row.,Few rainy days in a row.,neutral
aeb6a93ba2, You`re welcome!,welcome!,positive
07aabdc5dc,John making me wear a mask and gloves at work cause I`m sick. Says he doesn`t want to catch swine flu.  http://yfrog.com/02mxjj,cause I`m sick.,negative
f03d6d4367,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!,whats wrong with my flickr,negative
9db4d1e6c0, - It is supposed to be an unrelated (story-wise) new part of the Fallout series they`re working on... Only the name is out,unrelated,negative
c4db821ee7,**** week all **** week  off to the gym now with the worst headache.,**** week all **** week  off,negative
48a2a08d55,"_pills we have a punching bag here! but ive never touched it, covered with my brother`s sweat.. but u can use it if u want! hehe","_pills we have a punching bag here! but ive never touched it, covered with my brother`s sweat.. but u can use it if u want! hehe",neutral
f5dd26cb38, omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,tasty.,positive
a4f5a18cb7," *hugs* love you, MamaBear!  Happy Mom`s Day!!!! (in case I don`t see you around tomorrow)",Happy,positive
18388b8a88, Im so very sad that i am at work today and cant win tickets,sad,negative
a2e20a975a, Lovin` your performance on snl tonight... so **** funny!!!,Lovin`,positive
226c330a44, I want a call from you.  GO MICHIGAN! hahha,I want a call from you.  GO MICHIGAN! hahha,neutral
8e0368fe4f,Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don`t forget to get a helmet ok,a big thank you,positive
60c9c064bd,Helping my cousin get ready for her 8th grade dance...she is growing up,Helping my cousin get ready for her 8th grade dance...she is growing up,neutral
11f2c5fc7c,Off to the bank,Off to the bank,neutral
2229f196ae, Miss you in that 70s show!!!!!!,Miss,negative
2a66823166,Chilling feeling really nice..,Chilling,positive
9fce0ac9cf," Hey, nothing wrong with that!","Hey, nothing wrong with that!",positive
976cff7bac, have you watched Persepolis? Broken English is also nice for sundays,nice,positive
a86dd8d290,Well it`s official I have strep,Well it`s official I have strep,neutral
85dcce2756,is thinking what song to use for the next chilled edition video!,is thinking what song to use for the next chilled edition video!,neutral
19e66b7b96,"Going out to down town with a friend, long time haven`t seen him...OKOK.. i am feeling fresh again",OKOK.. i am feeling fresh again,positive
57ed2efb41,On route home! Parents 35th wedding anniversary 2day.. Gona take em 4 dinner  let`s c if I find a woman I can be 2getha with 4 that long,On route home! Parents 35th wedding anniversary 2day.. Gona take em 4 dinner  let`s c if I find a woman I can be 2getha with 4 that long,neutral
30c1729a6f," aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours","cute,",positive
897926a787, I don`t think they sale Ciroc where I stay..****..thats just my luck,.****.,negative
8de55e944a," i feel like a nerd saying it, but the new star trek looks kinda cool, i might see it haha. Let me know how it goes!","i feel like a nerd saying it, but the new star trek looks kinda cool, i might see it haha. Let me know how it goes!",neutral
a7ee361df0,"I want 2 get my nails done today, but according 2 superstition I can`t. Guess I`ll have 2 wait til tomorrow then..  off 2 French!","I want 2 get my nails done today, but according 2 superstition I can`t. Guess I`ll have 2 wait til tomorrow then..  off 2 French!",neutral
7bfc1b7338, I`ve only seen Star Trek twice. Seeing 'Up' today but not in 3D since I was outvoted.,I`ve only seen Star Trek twice. Seeing 'Up' today but not in 3D since I was outvoted.,neutral
297e022449,HAPPY MOTHER`S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...,HAPPY MOTHER`S DAY,positive
34ae5f476b,surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),liked,positive
7cb24bda2e,"its at 3 am, im very tired but i can`t sleep",tired,negative
61bf2189f0,happy belated birthday francesc fabregas! wish you all the best fabre,wish you all the best,positive
93f322efa5,Santana - Maria Maria (The Wraith)  ? http://blip.fm/~7a10a,Santana - Maria Maria (The Wraith)  ? http://blip.fm/~7a10a,neutral
fc595e7eae,will be heading to baguio in a few hours.,will be heading to baguio in a few hours.,neutral
344190927c, HI!  I`m Eunice Kyna! I`m a HUGE fan of yours! Can`t wait for your next album! ;),a HUGE fan,positive
e542ce8b90,Wow the  vicodin must have worked I over slept... Better get updating BJADAY.com or I will not have a job,Wow the  vicodin must have worked I over slept... Better get updating BJADAY.com or I will not have a job,neutral
cf023b846b," Hey Dave, whasup?","Hey Dave, whasup?",neutral
229c6d70b3, I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want,I love being able to do what I want,positive
6a2cebaf14," Haha, you didn`t do anything wrong.",you didn`t do anything wrong.,positive
b880cb3f97,"UGGG my computer is running SOOO SLOW today, it`s driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC",running SOOO SLOW,negative
dce4480092," And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p","good morning to you!  Up early with a bad conscience,",neutral
441cc69df6,getting ready to go to IKEA. All alone cuz no one will go with me,All alone cuz no one will go with me,negative
11432973be, aaa new follower! hiii,aaa new follower! hiii,neutral
debbd12acd, I hear you   Any time earlier than 11am is just mean!,st mea,negative
ea00ceb956,"Ok, I`m going outside...wish i was playing basketball  oh well...",.wish,positive
fec77a9ea9,watching Star Trek and next to watch it at the movie theater `cause the movie is really worth it...,worth,positive
8af8378d17,Finally came around to shorten my Twitter username from  to . If you follow me - no need to change anything.,Finally came around to shorten my Twitter username from  to . If you follow me - no need to change anything.,neutral
a515ed7afc,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap",Rohan woke up unhappy at midnight.,negative
